"STATION","NAME","DATE","PRCP","SNOW","TAVG","TMAX","TMIN","WESD"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-02-12","0.15","2.0",,"30","16","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-02-13","2.66","1.2",,"40","25","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-02-14","0.00","0.0",,"39","29","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-02-15","0.00","0.0",,"47","27","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-02-16","0.00","0.0",,"31","20","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-02-17","0.00","0.0",,"45","21","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-02-18","0.54","0.0",,"62","42","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-02-19","0.00","0.0",,"45","28","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-02-20","0.00","0.0",,"31","24","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-02-21","0.00","0.0",,"31","20","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-02-22","0.75","8.9",,"32","23","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-02-23","0.00","0.0",,"34","25","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-02-24","0.00","0.0",,"39","22","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-02-25","0.00","0.0",,"47","26","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-02-26","0.39","0.0",,"40","29","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-02-27","0.05","0.9",,"40","25","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-02-28","0.03","0.5",,"28","17","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-02-29","0.00","0.0",,"25","11","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-03-01","0.24","1.0",,"39","25","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-03-02","0.00","0.0",,"41","28","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-03-03","0.00","0.0",,"49","26","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-03-04","0.36","0.0",,"60","39","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-03-05","0.28","0.0",,"60","37","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-03-06","0.00","0.0",,"42","34","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-03-07","0.17","0.0",,"43","31","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-03-08","1.88","0.0",,"58","37","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-03-09","0.00","0.0",,"51","29","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-03-10","0.00","0.0",,"39","25","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-03-11","0.00","0.0",,"43","26","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-03-12","0.19","0.0",,"43","34","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-03-13","0.00","0.0",,"38","29","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-03-14","0.00","0.0",,"51","32","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-03-15","0.31","0.0",,"40","34","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-03-16","0.00","0.0",,"41","34","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-03-17","0.00","0.0",,"44","29","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-03-18","0.00","0.0",,"39","28","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-03-19","0.49","0.0",,"41","33","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-03-20","0.27","0.0",,"45","36","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-03-21","0.00","0.0",,"40","30","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-03-22","0.00","0.0",,"47","30","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-03-23","0.00","0.0",,"45","29","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-03-24","0.00","0.0",,"44","28","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-03-25","0.00","0.0",,"38","28","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-03-26","0.00","0.0",,"58","38","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-03-27","0.00","0.0",,"55","37","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-03-28","0.28","0.0",,"43","35","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-03-29","0.00","0.0",,"36","27","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-03-30","0.00","0.0",,"41","26","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-03-31","0.19","0.0",,"53","29","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-04-01","0.17","0.0",,"64","52","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-04-02","0.00","0.0",,"55","36","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-04-03","0.00","0.0",,"53","33","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-04-04","0.73","0.0",,"44","37","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-04-05","0.06","0.0",,"54","39","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-04-06","0.01","0.0",,"42","39","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-04-07","0.00","0.0",,"43","36","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-04-08","0.00","0.0",,"45","33","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-04-09","0.00","0.0",,"53","33","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-04-10","0.00","0.0",,"72","47","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-04-11","0.02","0.0",,"53","44","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-04-12","0.45","0.0",,"61","44","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-04-13","0.01","0.0",,"49","38","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-04-14","0.00","0.0",,"55","36","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-04-15","0.00","0.0",,"53","37","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-04-16","0.00","0.0",,"58","37","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-04-17","0.00","0.0",,"56","40","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-04-18","0.00","0.0",,"68","43","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-04-19","0.00","0.0",,"57","46","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-04-20","0.00","0.0",,"55","45","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-04-21","0.00","0.0",,"52","44","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-04-22","0.00","0.0",,"67","44","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-04-23","0.00","0.0",,"84","50","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-04-24","0.00","0.0",,"74","53","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-04-25","0.00","0.0",,"62","49","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-04-26","0.00","0.0",,"53","44","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-04-27","0.00","0.0",,"51","46","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-04-28","0.58","0.0",,"58","44","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-04-29","0.95","0.0",,"60","45","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-04-30","0.00","0.0",,"53","42","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-05-01","0.00","0.0",,"60","40","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-05-02","0.14","0.0",,"50","46","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-05-03","0.07","0.0",,"48","43","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-05-04","0.24","0.0",,"52","45","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-05-05","0.00","0.0",,"58","44","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-05-06","0.00","0.0",,"66","46","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-05-07","0.00","0.0",,"70","55","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-05-08","0.04","0.0",,"77","57","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-05-09","0.21","0.0",,"61","48","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-05-10","0.00","0.0",,"59","48","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-05-11","0.00","0.0",,"58","46","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-05-12","0.00","0.0",,"51","47","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-05-13","0.00","0.0",,"66","46","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-05-14","0.00","0.0",,"60","48","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-05-15","0.00","0.0",,"69","52","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-05-16","0.25","0.0",,"59","48","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-05-17","0.44","0.0",,"73","50","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-05-18","0.00","0.0",,"71","55","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-05-19","0.00","0.0",,"60","50","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-05-20","0.00","0.0",,"66","45","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-05-21","0.00","0.0",,"71","50","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-05-22","0.33","0.0",,"60","49","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-05-23","0.00","0.0",,"72","48","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-05-24","0.00","0.0",,"72","53","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-05-25","0.00","0.0",,"71","55","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-05-26","0.00","0.0",,"80","53","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-05-27","0.99","0.0",,"83","57","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-05-28","0.00","0.0",,"68","51","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-05-29","0.00","0.0",,"77","52","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-05-30","0.00","0.0",,"66","58","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-05-31","0.02","0.0",,"76","62","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-06-01","0.00","0.0",,"82","61","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-06-02","0.00","0.0",,"78","59","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-06-03","0.00","0.0",,"86","61","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-06-04","0.56","0.0",,"70","53","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-06-05","0.00","0.0",,"59","52","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-06-06","0.22","0.0",,"61","52","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-06-07","0.00","0.0",,"92","57","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-06-08","0.00","0.0",,"93","77","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-06-09","0.00","0.0",,"95","66","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-06-10","0.00","0.0",,"95","63","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-06-11","0.00","0.0",,"87","66","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-06-12","0.00","0.0",,"81","67","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-06-13","0.00","0.0",,"78","60","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-06-14","0.00","0.0",,"75","63","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-06-15","0.31","0.0",,"64","57","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-06-16","0.44","0.0",,"67","60","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-06-17","0.00","0.0",,"80","59","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-06-18","0.00","0.0",,"74","58","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-06-19","0.00","0.0",,"75","59","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-06-20","0.03","0.0",,"80","61","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-06-21","0.00","0.0",,"83","63","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-06-22","0.00","0.0",,"84","63","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-06-23","0.46","0.0",,"73","65","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-06-24","0.78","0.0",,"78","59","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-06-25","0.00","0.0",,"83","63","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-06-26","0.00","0.0",,"82","65","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-06-27","0.66","0.0",,"85","66","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-06-28","0.00","0.0",,"69","57","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-06-29","0.00","0.0",,"75","61","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-06-30","0.00","0.0",,"88","73","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-07-01","0.17","0.0",,"88","68","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-07-02","0.66","0.0",,"80","66","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-07-03","0.12","0.0",,"88","65","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-07-04","0.20","0.0",,"72","62","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-07-05","0.01","0.0",,"69","61","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-07-06","0.00","0.0",,"79","61","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-07-07","0.00","0.0",,"87","69","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-07-08","0.00","0.0",,"90","73","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-07-09","0.04","0.0",,"90","73","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-07-10","0.01","0.0",,"84","71","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-07-11","0.00","0.0",,"77","66","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-07-12","0.00","0.0",,"83","67","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-07-13","0.00","0.0",,"84","68","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-07-14","0.07","0.0",,"84","69","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-07-15","0.00","0.0",,"88","66","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-07-16","0.00","0.0",,"82","69","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-07-17","0.00","0.0",,"85","69","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-07-18","0.13","0.0",,"92","66","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-07-19","0.00","0.0",,"95","68","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-07-20","1.15","0.0",,"82","70","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-07-21","0.14","0.0",,"84","68","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-07-22","0.25","0.0",,"73","66","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-07-23","0.66","0.0",,"71","66","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-07-24","2.16","0.0",,"83","68","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-07-25","0.00","0.0",,"77","67","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-07-26","0.00","0.0",,"85","67","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-07-27","0.19","0.0",,"80","65","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-07-28","0.00","0.0",,"85","64","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-07-29","0.00","0.0",,"86","72","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-07-30","0.00","0.0",,"80","68","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-07-31","0.04","0.0",,"85","66","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-08-01","0.00","0.0",,"80","68","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-08-02","0.55","0.0",,"75","66","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-08-03","0.33","0.0",,"80","63","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-08-04","0.00","0.0",,"83","66","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-08-05","0.00","0.0",,"71","66","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-08-06","0.28","0.0",,"66","63","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-08-07","0.14","0.0",,"71","63","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-08-08","1.31","0.0",,"74","63","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-08-09","0.00","0.0",,"77","63","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-08-10","1.25","0.0",,"76","63","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-08-11","0.06","0.0",,"68","64","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-08-12","0.10","0.0",,"75","61","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-08-13","0.00","0.0",,"80","63","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-08-14","0.09","0.0",,"75","64","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-08-15","0.35","0.0",,"75","65","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-08-16","0.00","0.0",,"81","64","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-08-17","0.00","0.0",,"82","66","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-08-18","0.00","0.0",,"87","69","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-08-19","0.01","0.0",,"79","60","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-08-20","0.00","0.0",,"75","56","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-08-21","0.00","0.0",,"78","59","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-08-22","0.00","0.0",,"79","62","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-08-23","0.00","0.0",,"78","62","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-08-24","0.00","0.0",,"76","61","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-08-25","0.00","0.0",,"84","62","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-08-26","0.00","0.0",,"75","59","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-08-27","0.00","0.0",,"73","58","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-08-28","0.00","0.0",,"74","63","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-08-29","0.00","0.0",,"75","62","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-08-30","0.00","0.0",,"79","67","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-08-31","0.00","0.0",,"82","67","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-09-01","0.00","0.0",,"84","64","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-09-02","0.00","0.0",,"76","64","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-09-03","0.00","0.0",,"75","61","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-09-04","0.00","0.0",,"88","65","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-09-05","0.00","0.0",,"89","69","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-09-06","1.86","0.0",,"83","69","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-09-07","0.38","0.0",,"80","67","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-09-08","0.00","0.0",,"79","63","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-09-09","0.28","0.0",,"77","64","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-09-10","0.00","0.0",,"70","57","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-09-11","0.00","0.0",,"68","53","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-09-12","0.11","0.0",,"68","57","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-09-13","0.00","0.0",,"73","64","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-09-14","0.35","0.0",,"73","66","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-09-15","0.00","0.0",,"82","64","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-09-16","0.00","0.0",,"65","58","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-09-17","0.00","0.0",,"67","56","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-09-18","0.00","0.0",,"68","53","0.0"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2008-09-19","0.00","0.0",,"58","48","0.0"
